company_fyi,ticker,ticker_edgar,ticker_yfinance,yf_name,yf_exchange,cik,announcement_date,edgar_8k_date,layoff_count,layoff_pct,industry,country,source_url,match_src,confidence,mkt_cap_usd,currency,ticker_valid
Microsoft,MSFT,,MSFT,Microsoft Corporation,NMS,,2025-06-02,,305.0,3%,Other,United States,https://www.geekwire.com/2025/new-filing-microsoft-cuts-another-305-jobs-in-washington-state/,yfinance_only,MEDIUM,2745297298505.8135,USD,True
Hims & Hers,HIMS,,HIMS,"Hims & Hers Health, Inc.",NYQ,,2025-05-30,,68.0,4%,Healthcare,United States,https://www.reuters.com/business/healthcare-pharmaceuticals/hims-cut-4-workforce-amid-ban-weight-loss-drug-copies-2025-05-30/,yfinance_only,MEDIUM,4522305152.2206955,USD,True
eBay,EBAY,,EBAY,eBay Inc.,NMS,,2025-05-28,,200.0,,Retail,Israel,https://www.calcalistech.com/ctechnews/article/hywdt44mxx,yfinance_only,MEDIUM,42094758758.54492,USD,True
nCino,NCNO,,NCNO,"nCino, Inc.",NMS,,2025-05-27,,,7%,Finance,United States,https://www.housingwire.com/articles/ncino-workforce-layoffs-artificial-intelligence-technology/,yfinance_only,MEDIUM,1919049875.0561523,USD,True
LeddarTech,LDTCW,,LDTCW,LeddarTech Holdings Inc.,NGM,,2025-05-22,,138.0,95%,Transportation,Canada,https://betakit.com/leddartech-cuts-95-percent-of-staff-in-bid-to-rescue-its-business/,yfinance_only,MEDIUM,,,False
Luminar,LAZRQ,,LAZRQ,"Luminar Technologies, Inc.",PNK,,2025-05-20,,,,Transportation,United States,https://techcrunch.com/2025/05/20/luminar-kicks-off-another-round-of-layoffs-amid-ceos-sudden-resignation/,yfinance_only,MEDIUM,1920621.0166946985,USD,True
Blink Charging,BLNK,,BLNK,Blink Charging Co.,NCM,,2025-05-19,,,20%,Other,United States,https://blinkcharging.com/news/blink-charging-announces-workforce-reduction-to-accelerate-blinkforward-initiative-and-strengthen-global-market-position,yfinance_only,MEDIUM,81013034.79342037,USD,True
Amazon,AMZN,,AMZN,"Amazon.com, Inc.",NMS,,2025-05-14,,100.0,,Retail,United States,https://www.cnbc.com/2025/05/14/amazon-lays-off-about-100-employees-in-devices-and-services-unit.html,yfinance_only,MEDIUM,2260452366220.8086,USD,True
Microsoft,MSFT,,MSFT,Microsoft Corporation,NMS,,2025-05-13,,6000.0,3%,Other,United States,https://www.cnbc.com/2025/05/13/microsoft-is-cutting-3percent-of-workers-across-the-software-company.html,yfinance_only,MEDIUM,2745297298505.8135,USD,True
Chegg,CHGG,CHGG,CHGG,"Chegg, Inc.",NYQ,1364954.0,2025-05-12,2024-11-12,248.0,22%,Education,United States,https://www.reuters.com/world/americas/chegg-lay-off-22-workforce-ai-tools-shake-up-edtech-industry-2025-05-12/,EDGAR_exact,HIGH,80495062.87858629,USD,True
Match Group,MTCH,,MTCH,"Match Group, Inc.",NMS,,2025-05-08,,325.0,13%,Consumer,United States,https://www.bloomberg.com/news/articles/2025-05-08/match-group-cuts-13-staff-in-latest-move-to-reverse-declines,yfinance_only,MEDIUM,7351225572.514191,USD,True
CrowdStrike,CRWD,,CRWD,"CrowdStrike Holdings, Inc.",NMS,,2025-05-07,,500.0,5%,Security,United States,https://www.wsj.com/business/crowdstrike-to-cut-5-of-workforce-8eda42ed?st=dVSJCS&reflink=desktopwebshare_permalink,yfinance_only,MEDIUM,99748957118.72498,USD,True
OpenText,,,,,,,2025-05-06,,1600.0,,Data,Canada,https://betakit.com/opentext-makes-ai-number-one-priority-as-company-slashes-1600-jobs/,yfinance_only,NONE,,,
NetApp,NTAP,NTAP,NTAP,"NetApp, Inc.",NMS,1002047.0,2025-04-30,2020-08-26,700.0,6%,Data,United States,https://blocksandfiles.com/2025/04/30/netapp-making-layoffs/,EDGAR_exact,HIGH,20210078091.249664,USD,True
Electronic Arts,EA,,EA,Electronic Arts Inc.,NMS,,2025-04-29,,300.0,,Consumer,United States,https://www.bloomberg.com/news/articles/2025-04-29/electronic-arts-lays-off-hundreds-cancels-titanfall-game,yfinance_only,MEDIUM,50946651350.768234,USD,True
Stem,STEM,,STEM,"Stem, Inc.",NYQ,,2025-04-29,,,27%,Energy,United States,https://seekingalpha.com/news/4437501-stem-announces-27-percent-workforce-reduction-with-30m-savings-target-for-2025,yfinance_only,MEDIUM,75222539.77005386,USD,True
Expedia,EXPE,,EXPE,"Expedia Group, Inc.",NMS,,2025-04-28,,,3%,Travel,United States,https://skift.com/2025/04/28/expedia-restructures-product-and-tech-teams-will-lay-off-3-of-workforce/,yfinance_only,MEDIUM,27897514311.541946,USD,True
Meta,META,,META,"Meta Platforms, Inc.",NMS,,2025-04-24,,100.0,,Consumer,United States,https://www.bloomberg.com/news/articles/2025-04-24/meta-lays-off-more-than-100-staff-across-reality-labs-unit,yfinance_only,MEDIUM,1465194362007.3398,USD,True
Intel,INTC,INTC,INTC,Intel Corporation,NMS,50863.0,2025-04-23,2024-08-01,22000.0,20%,Hardware,United States,https://www.bloomberg.com/news/articles/2025-04-23/intel-to-announce-plans-this-week-to-cut-more-than-20-of-staff?srnd=homepage-americas,EDGAR_exact,HIGH,241159115121.67712,USD,True
AppLovin,APP,,APP,Applovin Corporation,NMS,,2025-04-16,,97.0,,Marketing,United States,https://www.pocketgamer.biz/applovin-lays-off-97-staff/,yfinance_only,MEDIUM,131072465962.37183,USD,True
Sonder,SONDQ,,SONDQ,Sonder Holdings Inc.,PNK,1819395.0,2025-04-14,2024-02-20,,,Travel,United States,https://skift.com/2025/04/14/sonder-announces-50-million-in-layoffs-and-spending-cuts-ahead-of-marriott-integration/,EDGAR_exact,MEDIUM,2661.6961327598983,USD,True
Google,GOOG,,GOOG,Alphabet Inc.,NMS,,2025-04-11,,,,Consumer,United States,https://www.reuters.com/technology/google-lays-off-hundreds-employees-android-pixel-group-information-reports-2025-04-11/,yfinance_only,MEDIUM,3567405226165.7715,USD,True
Marin Software,MRIN,MRIN,,,,1389002.0,2025-04-10,2025-03-06,,100%,Marketing,United States,https://searchengineland.com/marin-software-shutting-down-454228,EDGAR_exact,MEDIUM,,,False
Five9,FIVN,FIVN,FIVN,"Five9, Inc.",NGM,1288847.0,2025-04-03,2025-02-20,123.0,4%,Support,United States,https://www.marketwatch.com/story/five9-to-cut-4-of-workforce-cd4da325,EDGAR_exact,HIGH,1177933775.9407616,USD,True
2U,TWOUQ,TWOUQ,2U9.F,Pinterest Inc.                R,FRA,1459417.0,2025-03-31,2024-07-25,,,Education,United States,https://www.classcentral.com/report/2u-layoffs-march-2025/,EDGAR_exact,LOW_CONFLICT,,,False
Palantir,PLTR,,PLTR,Palantir Technologies Inc.,NMS,,2025-03-27,,120.0,,Data,United States,https://finance.yahoo.com/news/palantir-just-cut-over-60-192816370.html,yfinance_only,MEDIUM,350356588042.2571,USD,True
Block,XYZ,,XYZ,"Block, Inc.",NYQ,,2025-03-25,,931.0,8%,Finance,United States,https://techcrunch.com/2025/03/25/read-the-email-jack-dorsey-sent-when-he-cut-931-of-blocks-staff/,yfinance_only,MEDIUM,36180374656.33392,USD,True
Acxiom,,,,,,,2025-03-19,,130.0,3%,Marketing,United States,https://adage.com/article/agency-news/acxiom-lays-35-staff-more-130-employees/2606146,yfinance_only,NONE,,,
HelloFresh,HELFY,,HELFY,Hellofresh SE,PNK,,2025-03-17,,273.0,,Food,United States,https://www.grocerydive.com/news/hellofresh-close-texas-distribution-centers-cut-nearly-300-jobs/742616/,yfinance_only,MEDIUM,635698213.9803765,USD,True
Arrival,ARVLF,,ARVLF,Arrival,PNK,,2025-03-10,,,100%,Transportation,United Kingdom,https://sifted.eu/articles/arrival-sales-collapse-news,yfinance_only,MEDIUM,1837.5107535805728,USD,True
Wayfair,W,W,W,Wayfair Inc.,NYQ,1616707.0,2025-03-07,2025-03-07,340.0,,Retail,Germany,https://finance.yahoo.com/news/retailer-wayfair-restructures-technology-team-135556649.html,EDGAR_exact,HIGH,9838776615.5,USD,True
Hewlett Packard Enterprise,HPE,,HPE,Hewlett Packard Enterprise Comp,NYQ,,2025-03-06,,2500.0,5%,Hardware,United States,https://www.cnbc.com/2025/03/06/hewlett-packard-enterprise-hpe-q1-earnings-report-2025.html,yfinance_only,MEDIUM,31864825878.839767,USD,True
LiveRamp,RAMP,RAMP,RAMP,"LiveRamp Holdings, Inc.",NYQ,733269.0,2025-03-05,2022-11-04,65.0,5%,Marketing,United States,https://www.benzinga.com/news/guidance/25/03/44189581/saas-company-liveramp-lays-off-5-of-full-time-workforce-amid-strategic-restructuring,EDGAR_exact,HIGH,1688603875.0241928,USD,True
Ola Electric,OLAELEC.BO,,OLAELEC.BO,Ola Electric Mobility Limited,BSE,,2025-03-03,,1000.0,,Transportation,India,https://inc42.com/buzz/ola-electric-to-cut-over-1k-jobs-amid-rising-losses-report/,yfinance_only,MEDIUM,116604847448.77684,INR,True
HP,HPQ,HPQ,HP,"Helmerich & Payne, Inc.",NYQ,47217.0,2025-02-28,2019-10-04,4000.0,10%,Hardware,United States,https://www.sfchronicle.com/tech/article/hp-job-cuts-tariff-concerns-20193141.php,EDGAR_exact,LOW_CONFLICT,17395807430.16661,USD,True
Autodesk,ADSK,ADSK,ADSK,"Autodesk, Inc.",NMS,769397.0,2025-02-27,2025-02-27,1350.0,9%,Other,United States,https://www.cnbc.com/2025/02/27/autodesk-says-it-will-cut-1350-employees.html,EDGAR_exact,HIGH,50428438964.84375,USD,True
Digimarc,DMRC,DMRC,DMRC,Digimarc Corporation,NMS,1438231.0,2025-02-27,2023-02-16,90.0,40%,Other,United States,https://www.oregonlive.com/silicon-forest/2025/02/digimarc-shares-plunge-as-oregon-company-lays-off-40-of-its-staff.html,EDGAR_exact,HIGH,111792036.01581192,USD,True
Google,GOOG,,GOOG,Alphabet Inc.,NMS,,2025-02-27,,,,Consumer,United States,https://www.cnbc.com/2025/02/27/google-makes-cuts-to-hr-and-cloud-units.html,yfinance_only,MEDIUM,3567405226165.7715,USD,True
eBay,EBAY,,EBAY,eBay Inc.,NMS,,2025-02-26,,20.0,,Retail,Israel,https://www.calcalistech.com/ctechnews/article/bjgsl8n9yl,yfinance_only,MEDIUM,42094758758.54492,USD,True
Dayforce,DAY,DAY,,,,1725057.0,2025-02-26,2025-02-26,,5%,HR,Canada,https://www.marketwatch.com/story/dayforce-to-cut-about-5-of-workforce-in-efficiency-drive-2eabda38?mod=investing,EDGAR_exact,MEDIUM,11180042515.18,USD,True
Expedia,EXPE,,EXPE,"Expedia Group, Inc.",NMS,,2025-02-26,,,,Travel,United States,https://www.geekwire.com/2025/expedia-confirms-layoffs-at-seattle-travel-giant/,yfinance_only,MEDIUM,27897514311.541946,USD,True
Ibotta,IBTA,,IBTA,"Ibotta, Inc.",NYQ,,2025-02-22,,70.0,8%,Retail,United States,https://coloradosun.com/2025/02/22/fired-federal-workers-eligible-colorado-unemployment-benefits/#h-other-working-bits,yfinance_only,MEDIUM,753151074.8310852,USD,True
NetEase,NTES,,NTES,"NetEase, Inc.",NMS,,2025-02-22,,,,Consumer,Japan,https://www.techinasia.com/news/netease-cuts-jobs-projects-as-growth-remains-slow,yfinance_only,MEDIUM,72464261318.47253,USD,True
Riskified,RSKD,,RSKD,Riskified Ltd.,NYQ,,2025-02-19,,,,Retail,United States,https://www.calcalistech.com/ctechnews/article/h1hkriq91l,yfinance_only,MEDIUM,649660134.738224,USD,True
Redfin,RDFN,RDFN,,,,1382821.0,2025-02-12,2023-08-03,450.0,,Real Estate,United States,https://www.realestatenews.com/2025/02/12/redfin-to-cut-450-roles-following-zillow-rentals-deal,EDGAR_exact,MEDIUM,,,False
Unity,U,,U,Unity Software Inc.,NYQ,,2025-02-11,,,,Other,United States,https://www.theverge.com/news/610165/unity-layoffs-2025-runtime-fee,yfinance_only,MEDIUM,9581807015.407928,USD,True
Meta,META,,META,"Meta Platforms, Inc.",NMS,,2025-02-10,,3600.0,5%,Consumer,United States,https://finance.yahoo.com/news/mark-zuckerberg-warned-employees-prepare-174916671.html,yfinance_only,MEDIUM,1465194362007.3398,USD,True
Wise,WISE,,WISE,Themes Generative Artificial In,NGM,,2025-02-10,,300.0,,Finance,United States,https://www.tampabay.com/news/business/2025/02/10/wise-close-tampa-offices-cutting-more-than-300-jobs/,yfinance_only,MEDIUM,,,False
Sprinklr,CXM,CXM,CXM,"Sprinklr, Inc.",NYQ,1569345.0,2025-02-06,2025-02-06,500.0,15%,Support,United States,https://techcrunch.com/2025/02/06/sprinklr-cuts-500-employees-citing-underwhelming-business-performance/,EDGAR_exact,HIGH,1488208787.8467107,USD,True
Workday,WDAY,WDAY,WDAY,"Workday, Inc.",NMS,1327811.0,2025-02-05,2025-02-25,1750.0,8%,HR,United States,https://www.cnbc.com/2025/02/05/workday-to-cut-1750-jobs-in-ai-push.html,EDGAR_exact,HIGH,33940150802.612305,USD,True
Outbrain,OB,OB,852.SG,Outbrain Inc.,STU,1454938.0,2025-02-05,2023-05-31,200.0,,Marketing,United States,https://www.calcalistech.com/ctechnews/article/rkxxve11yyl,EDGAR_exact,LOW_CONFLICT,,,False
Sonos,SONO,SONO,SONO,"Sonos, Inc.",NMS,1314727.0,2025-02-05,2025-02-24,200.0,12%,Consumer,United States,https://www.theverge.com/news/607022/sonos-february-layoffs-app-problems,EDGAR_exact,HIGH,1658372886.3164816,USD,True
Okta,OKTA,OKTA,OKTA,"Okta, Inc.",NMS,1660134.0,2025-02-04,2023-02-02,180.0,3%,Security,United States,https://techcrunch.com/2025/02/04/okta-lays-off-180-employees-nearly-one-year-after-last-workforce-reduction/,EDGAR_exact,HIGH,14026885325.239914,USD,True
Asana,ASAN,,ASAN,"Asana, Inc.",NYQ,,2025-02-04,,100.0,,Other,United States,Internal memo,yfinance_only,MEDIUM,1507097452.275322,USD,True
TripAdvisor,TRIP,,TRIP,"TripAdvisor, Inc.",NMS,,2025-02-04,,75.0,,Travel,United States,https://skift.com/2025/02/04/tripadvisor-fires-more-than-150-employees-and-contractors-scoop/,yfinance_only,MEDIUM,1252088315.1496992,USD,True
Intel,INTC,INTC,INTC,Intel Corporation,NMS,50863.0,2025-02-04,2024-08-01,58.0,,Hardware,United States,https://folsomtimes.com/intel-announces-another-58-layoffs-for-folsom-campus/,EDGAR_exact,HIGH,241159115121.67712,USD,True
Innoviz,INVZ,,INVZ,Innoviz Technologies Ltd.,NCM,,2025-02-04,,40.0,9%,Transportation,Israel,https://www.calcalistech.com/ctechnews/article/hydnmjjkjx,yfinance_only,MEDIUM,143516268.65115392,USD,True
Salesforce,CRM,CRM,CRM,"Salesforce, Inc.",NYQ,1108524.0,2025-02-03,2024-02-28,1000.0,1%,Sales,United States,https://finance.yahoo.com/news/salesforce-cut-1-000-roles-002028643.html,EDGAR_exact,HIGH,174506885147.09473,USD,True
Amazon,AMZN,,AMZN,"Amazon.com, Inc.",NMS,,2025-01-29,,,,Retail,United States,https://www.bloomberg.com/news/articles/2025-01-29/amazon-cuts-dozens-of-corporate-jobs-in-latest-round-of-layoffs,yfinance_only,MEDIUM,2260452366220.8086,USD,True
AppLovin,APP,,APP,Applovin Corporation,NMS,,2025-01-15,,89.0,,Marketing,United States,https://www.pocketgamer.biz/applovin-lays-off-97-staff/,yfinance_only,MEDIUM,131072465962.37183,USD,True
Microsoft,MSFT,,MSFT,Microsoft Corporation,NMS,,2025-01-14,,,,Other,United States,https://www.businessinsider.com/microsoft-layoffs-hit-security-devices-sales-gaming-2025-1,yfinance_only,MEDIUM,2745297298505.8135,USD,True
Boozt,BOOZT.ST,,BOOZT.ST,Boozt AB,STO,,2025-01-13,,,10%,Retail,Sweden,https://www.breakit.se/artikel/42184/boozt-sager-upp-var-tionde-pekar-pa-ai,yfinance_only,MEDIUM,5661498210.98877,SEK,True
Wayfair,W,W,W,Wayfair Inc.,NYQ,1616707.0,2025-01-10,2025-03-07,730.0,3%,Retail,Germany,https://www.cnbc.com/2025/01/10/wayfair-to-exit-germany-cut-730-jobs-in-latest-layoffs.html,EDGAR_exact,HIGH,9838776615.5,USD,True
Zillow,Z,,Z,"Zillow Group, Inc.",NMS,,2025-01-10,,,,Real Estate,United States,https://www.geekwire.com/2025/zillow-makes-job-cuts-after-reorganizing-agent-software-and-advertising-teams/,yfinance_only,MEDIUM,9805429978.302906,USD,True
Redfin,RDFN,RDFN,,,,1382821.0,2025-01-09,2023-08-03,46.0,,Real Estate,United States,https://www.geekwire.com/2025/redfin-lays-off-46-employees-in-latest-cuts-at-seattle-real-estate-company/,EDGAR_exact,MEDIUM,,,False
Microsoft,MSFT,,MSFT,Microsoft Corporation,NMS,,2025-01-07,,,,Other,United States,https://www.businessinsider.com/microsoft-plans-job-cuts-performance-management-2025-1,yfinance_only,MEDIUM,2745297298505.8135,USD,True
SolarEdge,SEDG,SEDG,SEDG,"SolarEdge Technologies, Inc.",NMS,1419612.0,2025-01-06,2025-01-06,400.0,,Energy,Israel,https://www.reuters.com/business/energy/solaredge-technologies-lay-off-400-employees-globally-2025-01-06/,EDGAR_exact,HIGH,3131199449.691845,USD,True
Lilium,LILMF,,LILMF,Lilium N.V.,PNK,,2024-12-23,,1000.0,100%,Aerospace,Germany,https://techcrunch.com/2024/12/23/electric-aircraft-startup-lilium-ceases-operations-1000-workers-laid-off/,yfinance_only,MEDIUM,63264.080301814865,USD,True
Cint,CINT,,CINT,CI&T Inc,NYQ,,2024-12-12,,,12%,Data,Sweden,https://investors.cint.com/en/press/cint-reducing-its-cost-base-increase-efficiency-and-sets-date-strategy-update-2287372,yfinance_only,MEDIUM,648064226.7376804,USD,True
Canoo,GOEVW,,GOEVW,Canoo Inc.,NGM,,2024-12-11,,20.0,,Transportation,United States,https://eletric-vehicles.com/canoo/canoo-initiates-layoffs-as-bankruptcy-looms/,yfinance_only,MEDIUM,,,False
Booking Holdings,BKNG,BKNG,BKNG,Booking Holdings Inc. Common St,NMS,1075531.0,2024-12-04,2020-10-15,60.0,,Travel,United States,https://skift.com/2024/12/04/booking-holdings-laid-off-60-employees-at-b2b-arm-as-it-resets-priorities/,EDGAR_exact,HIGH,134884334785.1001,USD,True
2U,TWOUQ,TWOUQ,2U9.F,Pinterest Inc.                R,FRA,1459417.0,2024-12-04,2024-07-25,,,Education,United States,https://www.classcentral.com/report/2u-axes-trilogy-bootcamps-layoffs/,EDGAR_exact,LOW_CONFLICT,,,False
Lightspeed Commerce,LSPD.TO,,LSPD.TO,LIGHTSPEED COMMERCE INC,TOR,,2024-12-02,,200.0,,Retail,Canada,https://www.marketwatch.com/story/lightspeed-commerce-to-cut-200-jobs-17842379,yfinance_only,MEDIUM,1708023623.5462332,CAD,True
SolarEdge,SEDG,SEDG,SEDG,"SolarEdge Technologies, Inc.",NMS,1419612.0,2024-11-27,2025-01-06,500.0,12%,Energy,Israel,https://www.reuters.com/business/energy/inverter-maker-solaredge-reduce-12-its-workforce-2024-11-27/,EDGAR_exact,HIGH,3131199449.691845,USD,True
Sprout Social,SPT,,SPT,"Sprout Social, Inc",NCM,,2024-11-25,,,,Marketing,United States,https://docs.google.com/spreadsheets/d/18Grpra9ciB9dWzWJ2W0ao8WjCrm_t5foqFt6Ebb6aUo/edit?gid=1610497511#gid=1610497511,yfinance_only,MEDIUM,333537657.51988745,USD,True
Apple,AAPL,,AAPL,Apple Inc.,NMS,,2024-11-24,,,,Hardware,United States,https://www.bloomberg.com/news/articles/2025-11-24/apple-aapl-cuts-jobs-across-its-sales-organization-in-rare-layoff,yfinance_only,MEDIUM,3757230895147.217,USD,True
Ola Electric,OLAELEC.BO,,OLAELEC.BO,Ola Electric Mobility Limited,BSE,,2024-11-22,,500.0,,Transportation,India,https://www.techinasia.com/news/indias-ola-electric-cuts-500-employees-boost-profits,yfinance_only,MEDIUM,116604847448.77684,INR,True
AMD,AMD,,AMD,"Advanced Micro Devices, Inc.",NMS,,2024-11-13,,1000.0,4%,Hardware,United States,https://www.techopedia.com/news/amd-layoffs-amid-mixed-earnings-and-intel-merger-speculation,yfinance_only,MEDIUM,342728674463.60187,USD,True
AppLovin,APP,,APP,Applovin Corporation,NMS,,2024-11-13,,120.0,,Marketing,United States,https://www.sfgate.com/tech/article/applovin-layoffs-stock-market-run-19920195.php,yfinance_only,MEDIUM,131072465962.37183,USD,True
Chegg,CHGG,CHGG,CHGG,"Chegg, Inc.",NYQ,1364954.0,2024-11-12,2024-11-12,319.0,21%,Education,United States,https://www.wsj.com/livecoverage/stock-market-today-dow-sp500-nasdaq-live-11-12-2024/card/online-education-company-chegg-to-lay-off-staff-as-ai-tools-weigh-on-revenue-targets-qYYbTOKMAe8OblSEyLUD,EDGAR_exact,HIGH,80495062.87858629,USD,True
Enphase Energy,ENPH,,ENPH,"Enphase Energy, Inc.",NGM,,2024-11-11,,500.0,17%,Energy,United States,https://www.sfgate.com/tech/article/enphase-energy-layoffs-workers-solar-19907535.php,yfinance_only,MEDIUM,5018462631.287262,USD,True
23andMe,ME,,ME,23andMe Holding Co.,NCM,,2024-11-11,,200.0,40%,Healthcare,United States,https://www.wsj.com/tech/biotech/23andme-to-cut-workforce-by-40-discontinues-therapeutics-pipeline-8c818729,yfinance_only,MEDIUM,13335447.160291672,USD,True
BigCommerce,BIGC,BIGC,BI1.MU,Commerce.com Inc.             R,MUN,1626450.0,2024-11-08,2023-11-08,,,Retail,United States,https://www.bizjournals.com/austin/news/2024/11/08/layoffs-bigcommerce-restructure-austin-tech.html,EDGAR_exact,LOW_CONFLICT,,,False
Freshworks,FRSH,,FRSH,Freshworks Inc.,NMS,,2024-11-07,,660.0,13%,Support,United States,https://entrackr.com/news/freshworks-announces-13-layoffs-400-mn-stock-buyback-and-q3-results-7561767,yfinance_only,MEDIUM,2292970896.5888214,USD,True
Opendoor,OPEN,,OPEN,Opendoor Technologies Inc,NMS,,2024-11-07,,300.0,17%,Real Estate,United States,https://investor.opendoor.com/static-files/b720864a-b9b8-4286-a2f0-d35abb057f17,yfinance_only,MEDIUM,4379547612.677471,USD,True
Akamai,AKAM,,AKAM,"Akamai Technologies, Inc.",NMS,,2024-11-07,,250.0,2%,Security,United States,https://www.bizjournals.com/boston/news/2024/11/07/akamai-layoffs-2024.html,yfinance_only,MEDIUM,16770799195.5,USD,True
iRobot,IRBT,IRBT,,,,1159167.0,2024-11-06,2024-08-07,105.0,16%,Consumer,United States,https://techcrunch.com/2024/11/06/irobot-lays-off-another-105-employees/,EDGAR_exact,MEDIUM,,,False
Avaya,,,,,,1418100.0,2024-11-06,2023-01-13,,,Other,United States,https://www.uctoday.com/unified-communications/avaya-undergoes-another-round-of-layoffs/,EDGAR_exact,NONE,,,
Dropbox,DBX,DBX,DBX,"Dropbox, Inc.",NMS,1467623.0,2024-10-30,2025-02-20,527.0,20%,Other,United States,https://techcrunch.com/2024/10/30/dropbox-is-laying-off-20-of-its-staff/,EDGAR_exact,HIGH,5777369315.7155,USD,True
F5,FFIV,FFIV,FFIV,"F5, Inc.",NMS,1048695.0,2024-10-29,2023-06-09,100.0,2%,Security,United States,https://www.geekwire.com/2024/f5-confirms-new-round-of-job-cuts-continuing-annual-pattern-of-workforce-reductions/,EDGAR_exact,HIGH,16796198707.402618,USD,True
Coursera,COUR,,COUR,"Coursera, Inc.",NYQ,,2024-10-25,,150.0,10%,Education,United States,https://www.classcentral.com/report/cousera-layoffs-2024/,yfinance_only,MEDIUM,990484538.0029969,USD,True
Upwork,UPWK,,UPWK,Upwork Inc.,NMS,,2024-10-23,,,21%,Other,United States,https://investors.upwork.com/news-releases/news-release-details/upwork-announces-organizational-changes-drive-continued,yfinance_only,MEDIUM,1460721631.812706,USD,True
